"c1" "c2" "k" "h1" "h2" "ph1" "ph2" "kin.type" "plod"
2013 2013 0 2 2 0.5 0.5 "up" -0.019
2013 2013 0 2 4 0.5 0.5 "up" -0.038
2013 2011 0 2 2 0.5 0.5 "up" -0.032
2013 2008 0 2 4 0.5 0.5 "up" -0.019
2013 2011 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.024
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.017
2013 2013 0 2 2 0.5 0.5 "up" -0.025
2013 2009 0 2 4 0.5 0.5 "up" -0.018
2013 2013 0 2 4 0.5 0.5 "up" -0.015
2013 2013 0 2 4 0.5 0.5 "up" -0.025
2013 2013 0 2 4 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.024
2013 2014 0 2 2 0.5 0.5 "up" -0.04
2013 2014 0 2 2 0.5 0.5 "up" -0.03
2013 2013 0 2 4 0.5 0.5 "up" -0.036
2013 2010 0 2 4 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.038
2013 2014 0 2 4 0.5 0.5 "up" -0.024
2013 2014 0 2 2 0.5 0.5 "up" -0.024
2013 2014 0 2 2 0.5 0.5 "up" -0.027
2013 2012 0 2 4 0.5 0.5 "up" -0.025
2013 2012 0 2 4 0.5 0.5 "up" -0.024
2013 2009 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.04
2013 2013 0 2 2 0.5 0.5 "up" -0.044
2013 2013 0 2 2 0.5 0.5 "up" -0.038
2013 2011 0 2 4 0.5 0.5 "up" -0.019
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2012 0 2 2 0.5 0.5 "up" -0.035
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 4 0.5 0.5 "up" -0.025
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.034
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 2 0.5 0.5 "up" -0.044
2013 2013 0 2 2 0.5 0.5 "up" -0.041
2013 2013 0 2 2 0.5 0.5 "up" -0.034
2013 2013 0 2 2 0.5 0.5 "up" -0.012
2013 2013 0 2 2 0.5 0.5 "up" -0.043
2013 2011 0 2 4 0.5 0.5 "up" -0.027
2013 2013 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.043
2013 2012 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2010 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2012 0 2 4 0.5 0.5 "up" -0.026
2013 2013 0 2 2 0.5 0.5 "up" -0.03
2013 2013 0 2 4 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.018
2013 2013 0 2 4 0.5 0.5 "up" -0.045
2013 2010 0 2 4 0.5 0.5 "up" -0.033
2013 2012 0 2 2 0.5 0.5 "up" -0.041
2013 2013 0 2 4 0.5 0.5 "up" -0.021
2013 2012 0 2 2 0.5 0.5 "up" -0.036
2013 2012 0 2 4 0.5 0.5 "up" -0.025
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 4 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 2 2 0.5 0.5 "up" -0.024
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 2 0.5 0.5 "up" -0.046
2013 2013 0 2 2 0.5 0.5 "up" -0.026
2013 2013 0 2 2 0.5 0.5 "up" -0.012
2013 2014 0 2 2 0.5 0.5 "up" -0.015
2013 2014 0 2 2 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.02
2013 2013 0 2 4 0.5 0.5 "up" -0.019
2013 2014 0 2 2 0.5 0.5 "up" -0.028
2013 2013 0 2 4 0.5 0.5 "up" -0.034
2013 2014 0 2 4 0.5 0.5 "up" -0.032
2013 2014 0 2 4 0.5 0.5 "up" -0.026
2013 2014 0 2 4 0.5 0.5 "up" -0.034
2013 2014 0 2 2 0.5 0.5 "up" -0.022
2013 2014 0 2 2 0.5 0.5 "up" -0.034
2013 2014 0 2 4 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.037
2013 2014 0 2 2 0.5 0.5 "up" -0.026
2013 2014 0 2 2 0.5 0.5 "up" -0.028
2013 2014 0 2 4 0.5 0.5 "up" -0.021
2013 2014 0 2 4 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.031
2013 2014 0 2 4 0.5 0.5 "up" -0.015
2013 2014 0 2 4 0.5 0.5 "up" -0.032
2013 2014 0 2 2 0.5 0.5 "up" -0.041
2013 2014 0 2 4 0.5 0.5 "up" -0.031
2013 2012 0 2 2 0.5 0.5 "up" -0.035
2013 2014 0 2 4 0.5 0.5 "up" -0.018
2013 2014 1 2 2 0.5 0.5 "hsp" 0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 4 2 0.5 0.5 "up" -0.037
2013 2013 0 4 2 0.5 0.5 "up" -0.025
2013 2013 0 4 4 0.5 0.5 "up" -0.017
2013 2011 0 4 2 0.5 0.5 "up" -0.025
2013 2008 0 4 4 0.5 0.5 "up" -0.02
2013 2011 0 4 2 0.5 0.5 "up" -0.029
2013 2013 0 4 2 0.5 0.5 "up" -0.03
2013 2013 0 4 2 0.5 0.5 "up" -0.025
2013 2013 0 4 4 0.5 0.5 "up" -0.024
2013 2013 0 4 2 0.5 0.5 "up" -0.029
2013 2009 0 4 4 0.5 0.5 "up" -0.019
2013 2013 0 4 4 0.5 0.5 "up" -0.038
2013 2013 0 4 4 0.5 0.5 "up" -0.033
2013 2013 0 4 4 0.5 0.5 "up" -0.033
2013 2013 0 4 2 0.5 0.5 "up" -0.03
2013 2014 0 4 2 0.5 0.5 "up" -0.007
2013 2014 0 4 2 0.5 0.5 "up" 0.002
2013 2013 0 4 4 0.5 0.5 "up" -0.028
2013 2010 0 4 4 0.5 0.5 "up" -0.04
2013 2014 0 4 4 0.5 0.5 "up" -0.03
2013 2014 0 4 4 0.5 0.5 "up" -0.031
2013 2014 0 4 2 0.5 0.5 "up" -0.035
2013 2014 0 4 2 0.5 0.5 "up" -0.041
2013 2012 0 4 4 0.5 0.5 "up" -0.024
2013 2012 0 4 4 0.5 0.5 "up" -0.023
2013 2009 0 4 2 0.5 0.5 "up" -0.041
2013 2013 0 4 4 0.5 0.5 "up" -0.026
2013 2013 0 4 2 0.5 0.5 "up" -0.034
2013 2013 0 4 2 0.5 0.5 "up" -0.02
2013 2011 0 4 4 0.5 0.5 "up" -0.023
2013 2013 0 4 4 0.5 0.5 "up" -0.033
2013 2012 0 4 2 0.5 0.5 "up" -0.03
2013 2013 0 4 2 0.5 0.5 "up" -0.033
2013 2013 0 4 4 0.5 0.5 "up" -0.03
2013 2013 0 4 2 0.5 0.5 "up" -0.037
2013 2013 0 4 4 0.5 0.5 "up" -0.021
2013 2013 0 4 4 0.5 0.5 "up" -0.025
2013 2013 0 4 4 0.5 0.5 "up" -0.03
2013 2013 0 4 2 0.5 0.5 "up" -0.031
2013 2013 0 4 2 0.5 0.5 "up" -0.019
2013 2013 0 4 2 0.5 0.5 "up" -0.039
2013 2013 1 4 2 0.5 0.5 "hsp" 0.021
2013 2013 0 4 2 0.5 0.5 "up" 0.012
2013 2011 0 4 4 0.5 0.5 "up" -0.03
2013 2013 0 4 2 0.5 0.5 "up" -0.019
2013 2013 0 4 4 0.5 0.5 "up" -0.031
2013 2012 0 4 2 0.5 0.5 "up" -0.028
2013 2013 0 4 4 0.5 0.5 "up" -0.025
2013 2013 0 4 4 0.5 0.5 "up" -0.01
2013 2010 0 4 2 0.5 0.5 "up" -0.025
2013 2013 0 4 2 0.5 0.5 "up" -0.029
2013 2012 0 4 4 0.5 0.5 "up" -0.023
2013 2013 0 4 2 0.5 0.5 "up" -0.033
2013 2013 0 4 4 0.5 0.5 "up" -0.039
2013 2013 1 4 2 0.5 0.5 "hsp" 0.02
2013 2013 0 4 4 0.5 0.5 "up" -0.009
2013 2010 0 4 4 0.5 0.5 "up" -0.025
2013 2012 0 4 2 0.5 0.5 "up" -0.027
2013 2013 0 4 4 0.5 0.5 "up" -0.04
2013 2012 0 4 2 0.5 0.5 "up" -0.038
2013 2012 0 4 4 0.5 0.5 "up" -0.033
2013 2013 0 4 4 0.5 0.5 "up" -0.028
2013 2013 0 4 4 0.5 0.5 "up" -0.027
2013 2013 0 4 2 0.5 0.5 "up" -0.025
2013 2013 0 4 2 0.5 0.5 "up" -0.029
2013 2013 0 4 4 0.5 0.5 "up" -0.027
2013 2014 0 4 2 0.5 0.5 "up" -0.03
2013 2013 0 4 2 0.5 0.5 "up" -0.039
2013 2013 0 4 2 0.5 0.5 "up" -0.031
2013 2014 0 4 2 0.5 0.5 "up" -0.026
2013 2014 0 4 2 0.5 0.5 "up" -0.038
2013 2014 0 4 4 0.5 0.5 "up" -0.034
2013 2013 0 4 4 0.5 0.5 "up" -0.042
2013 2014 0 4 2 0.5 0.5 "up" -0.023
2013 2013 0 4 4 0.5 0.5 "up" -0.027
2013 2014 0 4 4 0.5 0.5 "up" -0.013
2013 2014 0 4 4 0.5 0.5 "up" -0.03
2013 2014 0 4 4 0.5 0.5 "up" -0.032
2013 2014 0 4 2 0.5 0.5 "up" -0.022
2013 2014 0 4 2 0.5 0.5 "up" -0.031
2013 2014 0 4 4 0.5 0.5 "up" -0.034
2013 2014 0 4 4 0.5 0.5 "up" -0.023
2013 2014 0 4 2 0.5 0.5 "up" -0.028
2013 2014 0 4 2 0.5 0.5 "up" -0.017
2013 2014 0 4 4 0.5 0.5 "up" -0.025
2013 2014 0 4 4 0.5 0.5 "up" -0.032
2013 2014 0 4 4 0.5 0.5 "up" -0.027
2013 2014 0 4 4 0.5 0.5 "up" -0.022
2013 2014 0 4 4 0.5 0.5 "up" -0.031
2013 2014 0 4 2 0.5 0.5 "up" -0.025
2013 2014 0 4 4 0.5 0.5 "up" -0.028
2013 2012 0 4 2 0.5 0.5 "up" -0.045
2013 2014 0 4 4 0.5 0.5 "up" -0.029
2013 2014 0 4 2 0.5 0.5 "up" -0.036
2013 2014 0 4 2 0.5 0.5 "up" -0.028
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.022
2013 2011 0 2 2 0.5 0.5 "up" -0.038
2013 2008 0 2 4 0.5 0.5 "up" -0.023
2013 2011 0 2 2 0.5 0.5 "up" -0.024
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.025
2013 2013 0 2 2 0.5 0.5 "up" -0.025
2013 2009 0 2 4 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.01
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 2 0.5 0.5 "up" -0.024
2013 2014 0 2 2 0.5 0.5 "up" -0.034
2013 2014 0 2 2 0.5 0.5 "up" -0.032
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2010 0 2 4 0.5 0.5 "up" -0.035
2013 2014 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 2 0.5 0.5 "up" -0.029
2013 2014 0 2 2 0.5 0.5 "up" -0.031
2013 2012 0 2 4 0.5 0.5 "up" -0.033
2013 2012 0 2 4 0.5 0.5 "up" -0.033
2013 2009 0 2 2 0.5 0.5 "up" -0.025
2013 2013 0 2 4 0.5 0.5 "up" -0.029
2013 2013 0 2 2 0.5 0.5 "up" -0.039
2013 2013 0 2 2 0.5 0.5 "up" -0.029
2013 2011 0 2 4 0.5 0.5 "up" -0.028
2013 2013 0 2 4 0.5 0.5 "up" -0.029
2013 2012 0 2 2 0.5 0.5 "up" -0.032
2013 2013 0 2 2 0.5 0.5 "up" -0.034
2013 2013 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 2 0.5 0.5 "up" -0.03
2013 2013 0 2 4 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.026
2013 2013 0 2 4 0.5 0.5 "up" -0.031
2013 2013 0 2 2 0.5 0.5 "up" -0.042
2013 2013 0 2 2 0.5 0.5 "up" -0.017
2013 2013 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.03
2013 2011 0 2 4 0.5 0.5 "up" -0.032
2013 2013 0 2 2 0.5 0.5 "up" -0.01
2013 2013 0 2 4 0.5 0.5 "up" -0.021
2013 2012 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 4 0.5 0.5 "up" -0.038
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2010 0 2 2 0.5 0.5 "up" -0.025
2013 2013 0 2 2 0.5 0.5 "up" -0.035
2013 2012 0 2 4 0.5 0.5 "up" -0.026
2013 2013 0 2 2 0.5 0.5 "up" -0.022
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.043
2013 2010 0 2 4 0.5 0.5 "up" -0.047
2013 2012 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2012 0 2 2 0.5 0.5 "up" -0.032
2013 2012 0 2 4 0.5 0.5 "up" -0.018
2013 2013 0 2 4 0.5 0.5 "up" -0.034
2013 2013 0 2 4 0.5 0.5 "up" -0.029
2013 2013 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.04
2013 2013 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2014 0 2 2 0.5 0.5 "up" -0.024
2013 2014 0 2 2 0.5 0.5 "up" -0.029
2013 2014 0 2 4 0.5 0.5 "up" -0.02
2013 2013 0 2 4 0.5 0.5 "up" -0.028
2013 2014 0 2 2 0.5 0.5 "up" -0.031
2013 2013 0 2 4 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.03
2013 2014 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 4 0.5 0.5 "up" -0.018
2013 2014 0 2 2 0.5 0.5 "up" -0.032
2013 2014 0 2 2 0.5 0.5 "up" -0.038
2013 2014 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 4 0.5 0.5 "up" -0.019
2013 2014 0 2 2 0.5 0.5 "up" -0.019
2013 2014 0 2 2 0.5 0.5 "up" -0.03
2013 2014 0 2 4 0.5 0.5 "up" -0.018
2013 2014 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 4 0.5 0.5 "up" -0.023
2013 2014 0 2 4 0.5 0.5 "up" -0.036
2013 2014 0 2 4 0.5 0.5 "up" -0.023
2013 2014 0 2 2 0.5 0.5 "up" -0.022
2013 2014 0 2 4 0.5 0.5 "up" -0.037
2013 2012 0 2 2 0.5 0.5 "up" -0.009
2013 2014 0 2 4 0.5 0.5 "up" -0.048
2013 2014 0 2 2 0.5 0.5 "up" -0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.026
2013 2013 0 2 4 0.5 0.5 "up" -0.015
2013 2011 0 2 2 0.5 0.5 "up" -0.012
2013 2008 0 2 4 0.5 0.5 "up" -0.037
2013 2011 0 2 2 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.018
2013 2013 0 2 2 0.5 0.5 "up" -0.025
2013 2013 0 2 4 0.5 0.5 "up" -0.03
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2009 0 2 4 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.037
2013 2013 0 2 4 0.5 0.5 "up" -0.031
2013 2013 0 2 4 0.5 0.5 "up" -0.03
2013 2013 0 2 2 0.5 0.5 "up" -0.025
2013 2014 0 2 2 0.5 0.5 "up" -0.029
2013 2014 0 2 2 0.5 0.5 "up" -0.016
2013 2013 0 2 4 0.5 0.5 "up" -0.013
2013 2010 0 2 4 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.037
2013 2014 0 2 4 0.5 0.5 "up" -0.028
2013 2014 0 2 2 0.5 0.5 "up" -0.012
2013 2014 0 2 2 0.5 0.5 "up" -0.015
2013 2012 0 2 4 0.5 0.5 "up" -0.03
2013 2012 0 2 4 0.5 0.5 "up" -0.022
2013 2009 0 2 2 0.5 0.5 "up" -0.026
2013 2013 0 2 4 0.5 0.5 "up" -0.017
2013 2013 0 2 2 0.5 0.5 "up" -0.02
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2011 0 2 4 0.5 0.5 "up" -0.016
2013 2013 0 2 4 0.5 0.5 "up" -0.022
2013 2012 0 2 2 0.5 0.5 "up" -0.034
2013 2013 0 2 2 0.5 0.5 "up" -0.033
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2013 0 2 2 0.5 0.5 "up" -0.022
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2013 0 2 4 0.5 0.5 "up" -0.024
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2013 0 2 2 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2013 0 2 2 0.5 0.5 "up" -0.023
2013 2013 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 2 0.5 0.5 "up" -0.037
2013 2011 0 2 4 0.5 0.5 "up" -0.025
2013 2013 0 2 2 0.5 0.5 "up" -0.027
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2012 0 2 2 0.5 0.5 "up" -0.041
2013 2013 0 2 4 0.5 0.5 "up" -0.031
2013 2013 0 2 4 0.5 0.5 "up" -0.027
2013 2010 0 2 2 0.5 0.5 "up" -0.016
2013 2013 0 2 2 0.5 0.5 "up" -0.051
2013 2012 0 2 4 0.5 0.5 "up" -0.022
2013 2013 0 2 2 0.5 0.5 "up" -0.013
2013 2013 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 2 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.023
2013 2010 0 2 4 0.5 0.5 "up" -0.036
2013 2012 0 2 2 0.5 0.5 "up" -0.031
2013 2013 0 2 4 0.5 0.5 "up" -0.036
2013 2012 0 2 2 0.5 0.5 "up" -0.025
2013 2012 0 2 4 0.5 0.5 "up" -0.033
2013 2013 0 2 4 0.5 0.5 "up" -0.039
2013 2013 0 2 4 0.5 0.5 "up" -0.031
2013 2013 0 2 2 0.5 0.5 "up" -0.028
2013 2013 0 2 2 0.5 0.5 "up" -0.012
2013 2013 0 2 4 0.5 0.5 "up" -0.033
2013 2014 0 2 2 0.5 0.5 "up" -0.024
2013 2013 0 2 2 0.5 0.5 "up" -0.03
2013 2013 0 2 2 0.5 0.5 "up" -0.028
2013 2014 0 2 2 0.5 0.5 "up" -0.012
2013 2014 0 2 2 0.5 0.5 "up" -0.035
2013 2014 0 2 4 0.5 0.5 "up" -0.036
2013 2013 0 2 4 0.5 0.5 "up" -0.023
2013 2014 0 2 2 0.5 0.5 "up" -0.025
2013 2013 0 2 4 0.5 0.5 "up" -0.024
2013 2014 0 2 4 0.5 0.5 "up" -0.025
2013 2014 0 2 4 0.5 0.5 "up" -0.024
2013 2014 0 2 4 0.5 0.5 "up" -0.032
2013 2014 0 2 2 0.5 0.5 "up" -0.035
2013 2014 0 2 2 0.5 0.5 "up" -0.026
2013 2014 0 2 4 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.037
2013 2014 0 2 2 0.5 0.5 "up" -0.022
2013 2014 0 2 2 0.5 0.5 "up" -0.02
2013 2014 0 2 4 0.5 0.5 "up" -0.022
2013 2014 0 2 4 0.5 0.5 "up" -0.019
2013 2014 0 2 4 0.5 0.5 "up" -0.027
2013 2014 0 2 4 0.5 0.5 "up" -0.031
2013 2014 0 2 4 0.5 0.5 "up" -0.023
2013 2014 0 2 2 0.5 0.5 "up" -0.025
2013 2014 0 2 4 0.5 0.5 "up" -0.038
2013 2012 0 2 2 0.5 0.5 "up" -0.032
2013 2014 0 2 4 0.5 0.5 "up" -0.03
2013 2014 0 2 2 0.5 0.5 "up" -0.026
2013 2014 0 2 2 0.5 0.5 "up" -0.02
2013 2011 0 4 2 0.5 0.5 "up" -0.033
2013 2008 0 4 4 0.5 0.5 "up" -0.031
2013 2011 0 4 2 0.5 0.5 "up" -0.016
2013 2013 0 4 2 0.5 0.5 "up" -0.036
2013 2013 0 4 2 0.5 0.5 "up" -0.028
2013 2013 0 4 4 0.5 0.5 "up" -0.034
2013 2013 0 4 2 0.5 0.5 "up" -0.02
2013 2009 0 4 4 0.5 0.5 "up" -0.033
2013 2013 0 4 4 0.5 0.5 "up" -0.03
2013 2013 0 4 4 0.5 0.5 "up" -0.027
2013 2013 0 4 4 0.5 0.5 "up" -0.022
2013 2013 0 4 2 0.5 0.5 "up" -0.025
2013 2014 0 4 2 0.5 0.5 "up" -0.034
2013 2014 0 4 2 0.5 0.5 "up" -0.018
2013 2010 0 4 4 0.5 0.5 "up" -0.025
2013 2014 0 4 4 0.5 0.5 "up" -0.034
2013 2014 0 4 4 0.5 0.5 "up" -0.025
2013 2014 0 4 2 0.5 0.5 "up" -0.034
2013 2014 0 4 2 0.5 0.5 "up" -0.036
2013 2012 0 4 4 0.5 0.5 "up" -0.036
2013 2012 0 4 4 0.5 0.5 "up" -0.036
2013 2009 0 4 2 0.5 0.5 "up" -0.026
2013 2013 0 4 4 0.5 0.5 "up" -0.026
2013 2013 0 4 2 0.5 0.5 "up" -0.014
2013 2013 0 4 2 0.5 0.5 "up" -0.024
2013 2011 0 4 4 0.5 0.5 "up" -0.023
2013 2013 0 4 4 0.5 0.5 "up" -0.015
2013 2012 0 4 2 0.5 0.5 "up" -0.022
2013 2013 0 4 2 0.5 0.5 "up" -0.022
2013 2013 0 4 4 0.5 0.5 "up" -0.044
2013 2013 0 4 2 0.5 0.5 "up" -0.027
2013 2013 0 4 4 0.5 0.5 "up" -0.023
2013 2013 0 4 4 0.5 0.5 "up" -0.027
2013 2013 0 4 4 0.5 0.5 "up" -0.027
2013 2013 0 4 2 0.5 0.5 "up" -0.037
2013 2013 0 4 2 0.5 0.5 "up" -0.024
2013 2013 0 4 2 0.5 0.5 "up" -0.025
2013 2013 0 4 2 0.5 0.5 "up" -0.042
2013 2013 0 4 2 0.5 0.5 "up" -0.022
2013 2011 0 4 4 0.5 0.5 "up" -0.026
2013 2013 0 4 2 0.5 0.5 "up" -0.035
2013 2013 0 4 4 0.5 0.5 "up" -0.04
2013 2012 0 4 2 0.5 0.5 "up" -0.03
2013 2013 0 4 4 0.5 0.5 "up" -0.034
2013 2013 0 4 4 0.5 0.5 "up" -0.023
2013 2010 0 4 2 0.5 0.5 "up" -0.021
2013 2013 0 4 2 0.5 0.5 "up" -0.039
2013 2012 0 4 4 0.5 0.5 "up" -0.014
2013 2013 0 4 2 0.5 0.5 "up" -0.032
2013 2013 0 4 4 0.5 0.5 "up" -0.024
2013 2013 0 4 2 0.5 0.5 "up" -0.026
2013 2013 0 4 4 0.5 0.5 "up" -0.026
2013 2010 0 4 4 0.5 0.5 "up" -0.027
2013 2012 0 4 2 0.5 0.5 "up" -0.03
2013 2013 0 4 4 0.5 0.5 "up" -0.025
2013 2012 0 4 2 0.5 0.5 "up" -0.03
2013 2012 0 4 4 0.5 0.5 "up" -0.033
2013 2013 0 4 4 0.5 0.5 "up" -0.036
2013 2013 0 4 4 0.5 0.5 "up" -0.019
2013 2013 0 4 2 0.5 0.5 "up" -0.037
2013 2013 0 4 2 0.5 0.5 "up" -0.031
2013 2013 0 4 4 0.5 0.5 "up" -0.025
2013 2014 0 4 2 0.5 0.5 "up" -0.028
2013 2013 0 4 2 0.5 0.5 "up" -0.027
2013 2013 0 4 2 0.5 0.5 "up" -0.029
2013 2014 0 4 2 0.5 0.5 "up" -0.031
2013 2014 0 4 2 0.5 0.5 "up" -0.039
2013 2014 0 4 4 0.5 0.5 "up" -0.027
2013 2013 0 4 4 0.5 0.5 "up" -0.026
2013 2014 0 4 2 0.5 0.5 "up" -0.039
2013 2013 0 4 4 0.5 0.5 "up" -0.023
2013 2014 0 4 4 0.5 0.5 "up" -0.035
2013 2014 0 4 4 0.5 0.5 "up" -0.032
2013 2014 0 4 4 0.5 0.5 "up" -0.023
2013 2014 0 4 2 0.5 0.5 "up" -0.035
2013 2014 0 4 2 0.5 0.5 "up" -0.029
2013 2014 0 4 4 0.5 0.5 "up" -0.023
2013 2014 0 4 4 0.5 0.5 "up" -0.016
2013 2014 0 4 2 0.5 0.5 "up" -0.026
2013 2014 0 4 2 0.5 0.5 "up" -0.028
2013 2014 0 4 4 0.5 0.5 "up" -0.029
2013 2014 0 4 4 0.5 0.5 "up" -0.027
2013 2014 0 4 4 0.5 0.5 "up" -0.024
2013 2014 0 4 4 0.5 0.5 "up" -0.036
2013 2014 0 4 4 0.5 0.5 "up" -0.022
2013 2014 0 4 2 0.5 0.5 "up" -0.028
2013 2014 0 4 4 0.5 0.5 "up" -0.03
2013 2012 0 4 2 0.5 0.5 "up" -0.022
2013 2014 0 4 4 0.5 0.5 "up" -0.015
2013 2014 0 4 2 0.5 0.5 "up" -0.025
2013 2014 0 4 2 0.5 0.5 "up" -0.032
2011 2008 0 2 4 0.5 0.5 "up" -0.034
2011 2011 0 2 2 0.5 0.5 "up" -0.029
2011 2013 0 2 2 0.5 0.5 "up" -0.024
2011 2013 0 2 2 0.5 0.5 "up" -0.033
2011 2013 0 2 4 0.5 0.5 "up" -0.026
2011 2013 0 2 2 0.5 0.5 "up" -0.025
2011 2009 0 2 4 0.5 0.5 "up" -0.026
2011 2013 0 2 4 0.5 0.5 "up" -0.04
2011 2013 0 2 4 0.5 0.5 "up" -0.035
2011 2013 0 2 4 0.5 0.5 "up" -0.026
2011 2013 0 2 2 0.5 0.5 "up" -0.033
2011 2014 0 2 2 0.5 0.5 "up" -0.031
2011 2014 0 2 2 0.5 0.5 "up" -0.031
2011 2013 0 2 4 0.5 0.5 "up" -0.035
2011 2010 0 2 4 0.5 0.5 "up" -0.02
2011 2014 0 2 4 0.5 0.5 "up" -0.023
2011 2014 0 2 4 0.5 0.5 "up" -0.024
2011 2014 0 2 2 0.5 0.5 "up" -0.03
2011 2014 0 2 2 0.5 0.5 "up" -0.029
2011 2012 0 2 4 0.5 0.5 "up" -0.035
2011 2012 0 2 4 0.5 0.5 "up" -0.031
2011 2009 0 2 2 0.5 0.5 "up" -0.037
2011 2013 0 2 4 0.5 0.5 "up" -0.026
2011 2013 0 2 2 0.5 0.5 "up" -0.047
2011 2013 0 2 2 0.5 0.5 "up" -0.031
2011 2011 0 2 4 0.5 0.5 "up" -0.045
2011 2013 0 2 4 0.5 0.5 "up" -0.041
2011 2012 0 2 2 0.5 0.5 "up" -0.044
2011 2013 0 2 2 0.5 0.5 "up" -0.029
2011 2013 0 2 4 0.5 0.5 "up" -0.014
2011 2013 0 2 2 0.5 0.5 "up" -0.034
